-0.044999997,2.32
-0.044992,2.4
-0.044984003,2.32
-0.044976,2.48
-0.044968,2.48
-0.04496,2.4
-0.044952,2.48
-0.044944,2.4
-0.044936,2.48
-0.044928,2.48
-0.04492,2.32
-0.044912,2.4
-0.044904,2.4
-0.044896,2.48
-0.044888,2.48
-0.04488,2.4
-0.044872,2.32
-0.044864,2.4
-0.044856,2.48
-0.044848,2.32
-0.04484,2.48
-0.044832,2.48
-0.044824,2.4
-0.044816,2.32
-0.044808,2.4
-0.044799997,2.48
-0.044792,2.32
-0.044783997,2.4
-0.044776,2.4
-0.044767997,2.32
-0.04476,2.32
-0.044751997,2.4
-0.044744,2.48
-0.044736003,2.48
-0.044728,2.48
-0.04472,2.32
-0.044712,2.32
-0.044704,2.48
-0.044696,2.4
-0.044688,2.4
-0.04468,2.4
-0.044672,2.4
-0.044664,2.4
-0.044656,2.32
-0.044648,2.32
-0.04464,2.32
-0.044632,2.48
-0.044624,2.32
-0.044616,2.32
-0.044608,2.4
-0.0446,2.4
-0.044592,2.4
-0.044584,2.4
-0.044576,2.4
-0.044568,2.32
-0.04456,2.32
-0.044551997,2.4
-0.044544,2.4
-0.044535997,2.4
-0.044528,2.4
-0.044519997,2.32
-0.044512,2.48
-0.044504003,2.4
-0.044496,2.4
-0.044488003,2.4
-0.04448,2.4
-0.044472,2.32
-0.044464,2.4
-0.044456,2.32
-0.044448,2.4
-0.04444,2.48
-0.044432,2.4
-0.044424,2.24
-0.044416,2.4
-0.044408,2.32
-0.0444,2.4
-0.044392,2.4
-0.044384,2.4
-0.044376,2.4
-0.044368,2.4
-0.04436,2.32
-0.044352,2.32
-0.044344,2.4
-0.044336,2.32
-0.044328,2.4
-0.04432,2.32
-0.044312,2.4
-0.044303997,2.4
-0.044296,2.4
-0.044287997,2.4
-0.04428,2.4
-0.044271997,2.48
-0.044264,2.4
-0.044256003,2.32
-0.044248,2.4
-0.044240003,2.32
-0.044232,2.4
-0.044224,2.4
-0.044216,2.4
-0.044208,2.4
-0.0442,2.4
-0.044192,2.4
-0.044184,2.32
-0.044176,2.4
-0.044168,2.4
-0.04416,2.32
-0.044152,2.4
-0.044144,2.32
-0.044136,2.4
-0.044128,2.4
-0.04412,2.48
-0.044112,2.4
-0.044104,2.4
-0.044096,2.4
-0.044088,2.4
-0.04408,2.32
-0.044072,2.4
-0.044064,2.32
-0.044055997,2.4
-0.044048,2.4
-0.044039997,2.4
-0.044032,2.4
-0.044023997,2.32
-0.044016,2.32
-0.044008003,2.32
-0.044,2.4
-0.043992003,2.4
-0.043984,2.4
-0.043976,2.4
-0.043968,2.48
-0.04396,2.4
-0.043952,2.4
-0.043944,2.4
-0.043936,2.4
-0.043928,2.4
-0.04392,2.48
-0.043912,2.48
-0.043904,2.48
-0.043896,2.4
-0.043888,2.4
-0.04388,2.4
-0.043872,2.32
-0.043864,2.4
-0.043856,2.32
-0.043848,2.32
-0.04384,2.4
-0.043832,2.48
-0.043823997,2.4
-0.043816,2.4
-0.043807997,2.4
-0.0438,2.4
-0.043791997,2.4
-0.043784,2.32
-0.043775997,2.4
-0.043768,2.32
-0.043760003,2.4
-0.043752,2.32
-0.043744,2.4
-0.043736,2.32
-0.043728,2.32
-0.04372,2.4
-0.043712,2.4
-0.043704,2.4
-0.043696,2.4
-0.043688,2.4
-0.04368,2.32
-0.043672,2.32
-0.043664,2.32
-0.043656,2.4
-0.043648,2.4
-0.04364,2.4
-0.043632,2.4
-0.043624,2.4
-0.043616,2.4
-0.043608,2.4
-0.0436,2.4
-0.043592,2.4
-0.043584,2.4
-0.043575997,2.4
-0.043568,2.4
-0.043559997,2.4
-0.043552,2.4
-0.043543997,2.4
-0.043536,2.4
-0.043527997,2.48
-0.04352,2.4
-0.043512003,2.4
-0.043504,2.32
-0.043496,2.32
-0.043488,2.4
-0.04348,2.4
-0.043472,2.4
-0.043464,2.32
-0.043456,2.4
-0.043448,2.32
-0.04344,2.4
-0.043432,2.4
-0.043424,2.32
-0.043416,2.32
-0.043408,2.32
-0.0434,2.32
-0.043392,2.4
-0.043384,2.4
-0.043376,2.4
-0.043368,2.4
-0.04336,2.4
-0.043352,2.4
-0.043344,2.4
-0.043336,2.32
-0.043327997,2.4
-0.04332,2.4
-0.043311997,2.4
-0.043304,2.4
-0.043295997,2.4
-0.043288,2.4
-0.043280003,2.4
-0.043272,2.32
-0.043264003,2.4
-0.043256,2.4
-0.043248,2.4
-0.04324,2.32
-0.043232,2.48
-0.043224,2.4
-0.043216,2.4
-0.043208,2.4
-0.0432,2.4
-0.043192,2.4
-0.043184,2.4
-0.043176,2.4
-0.043168,2.4
-0.04316,2.4
-0.043152,2.4
-0.043144,2.4
-0.043136,2.4
-0.043128,2.4
-0.04312,2.48
-0.043112,2.32
-0.043104,2.4
-0.043096,2.4
-0.043088,2.4
-0.043079997,2.4
-0.043072,2.4
-0.043063997,2.4
-0.043056,2.4
-0.043047997,2.4
-0.04304,2.4
-0.043032003,2.4
-0.043024,2.4
-0.043016003,2.4
-0.043008,2.4
-0.043,2.32
-0.042992,2.4
-0.042984,2.48
-0.042976,2.32
-0.042968,2.32
-0.04296,2.4
-0.042952,2.32
-0.042944,2.32
-0.042936,2.32
-0.042928,2.4
-0.04292,2.4
-0.042912,2.4
-0.042904,2.4
-0.042896,2.32
-0.042888,2.4
-0.04288,2.32
-0.042872,2.4
-0.042864,2.4
-0.042856,2.32
-0.042848,2.32
-0.04284,2.32
-0.042831997,2.4
-0.042824,2.32
-0.042815997,2.48
-0.042808,2.32
-0.042799997,2.32
-0.042792,2.48
-0.042784003,2.4
-0.042776,2.32
-0.042768,2.32
-0.04276,2.4
-0.042752,2.4
-0.042744,2.4
-0.042736,2.4
-0.042728,2.4
-0.04272,2.4
-0.042712,2.4
-0.042704,2.32
-0.042696,2.48
-0.042688,2.48
-0.04268,2.48
-0.042672,2.4
-0.042664,2.4
-0.042656,2.4
-0.042648,2.32
-0.04264,2.48
-0.042632,2.4
-0.042624,2.4
-0.042616,2.32
-0.042608,2.4
-0.042599997,2.48
-0.042592,2.4
-0.042583997,2.4
-0.042576,2.4
-0.042567997,2.4
-0.04256,2.32
-0.042551997,2.32
-0.042544,2.4
-0.042536003,2.4
-0.042528,2.4
-0.04252,2.4
-0.042512,2.48
-0.042504,2.4
-0.042496,2.4
-0.042488,2.48
-0.04248,2.4
-0.042472,2.4
-0.042464,2.4
-0.042456,2.4
-0.042448,2.48
-0.04244,2.4
-0.042432,2.32
-0.042424,2.4
-0.042416,2.48
-0.042408,2.32
-0.0424,2.32
-0.042392,2.4
-0.042384,2.32
-0.042376,2.4
-0.042368,2.32
-0.04236,2.32
-0.042351997,2.48
-0.042344,2.4
-0.042335997,2.4
-0.042328,2.32
-0.042319997,2.32
-0.042312,2.4
-0.042304003,2.4
-0.042296,2.4
-0.042288003,2.48
-0.04228,2.4
-0.042272,2.32
-0.042264,2.32
-0.042256,2.32
-0.042248,2.4
-0.04224,2.32
-0.042232,2.4
-0.042224,2.48
-0.042216,2.32
-0.042208,2.4
-0.0422,2.4
-0.042192,2.4
-0.042184,2.4
-0.042176,2.4
-0.042168,2.4
-0.04216,2.4
-0.042152,2.32
-0.042144,2.48
-0.042136,2.48
-0.042128,2.4
-0.04212,2.32
-0.042112,2.48
-0.042103997,2.4
-0.042096,2.32
-0.042087997,2.4
